,seq_id,source,type,start,end,score,strand,phase,attributes,Dbxref,ID,Name,Note,Parent,copy_num_ID,coverage,description,end_range,exception,extra_copy_number,gbkey,gene,gene_biotype,gene_synonym,inference,inframe_stop_codon,matches_ref_protein,missing_start_codon,missing_stop_codon,partial,product,protein_id,sequence_ID,start_range,tag,transcript_id,transl_except,valid_ORF,valid_ORFs
134530,chr15,Liftoff,exon,27030725,27030835,.,-,.,"ID=exon-NM_015307.2-3;Parent=rna-NM_015307.2;Dbxref=Ensembl:ENST00000261275.5,GeneID:23359,GenBank:NM_015307.2,HGNC:HGNC:29075,MIM:620052;gbkey=mRNA;gene=ENTREP2;product=endosomal transmembrane epsin interactor 2%2C transcript variant 1;tag=MANE Select;transcript_id=NM_015307.2;extra_copy_number=0","Ensembl:ENST00000261275.5,GeneID:23359,GenBank:NM_015307.2,HGNC:HGNC:29075,MIM:620052",exon-NM_015307.2-3,,,rna-NM_015307.2,,,,,,0,mRNA,ENTREP2,,,,,,,,,endosomal transmembrane epsin interactor 2%2C transcript variant 1,,,,MANE Select,NM_015307.2,,,
134531,chr15,Liftoff,exon,27160164,27160220,.,-,.,"ID=exon-NM_015307.2-2;Parent=rna-NM_015307.2;Dbxref=Ensembl:ENST00000261275.5,GeneID:23359,GenBank:NM_015307.2,HGNC:HGNC:29075,MIM:620052;gbkey=mRNA;gene=ENTREP2;product=endosomal transmembrane epsin interactor 2%2C transcript variant 1;tag=MANE Select;transcript_id=NM_015307.2;extra_copy_number=0","Ensembl:ENST00000261275.5,GeneID:23359,GenBank:NM_015307.2,HGNC:HGNC:29075,MIM:620052",exon-NM_015307.2-2,,,rna-NM_015307.2,,,,,,0,mRNA,ENTREP2,,,,,,,,,endosomal transmembrane epsin interactor 2%2C transcript variant 1,,,,MANE Select,NM_015307.2,,,
134532,chr15,Liftoff,exon,27361315,27361792,.,-,.,"ID=exon-NM_015307.2-1;Parent=rna-NM_015307.2;Dbxref=Ensembl:ENST00000261275.5,GeneID:23359,GenBank:NM_015307.2,HGNC:HGNC:29075,MIM:620052;gbkey=mRNA;gene=ENTREP2;product=endosomal transmembrane epsin interactor 2%2C transcript variant 1;tag=MANE Select;transcript_id=NM_015307.2;extra_copy_number=0","Ensembl:ENST00000261275.5,GeneID:23359,GenBank:NM_015307.2,HGNC:HGNC:29075,MIM:620052",exon-NM_015307.2-1,,,rna-NM_015307.2,,,,,,0,mRNA,ENTREP2,,,,,,,,,endosomal transmembrane epsin interactor 2%2C transcript variant 1,,,,MANE Select,NM_015307.2,,,
134533,chr15,Liftoff,CDS,26900441,26900757,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
134534,chr15,Liftoff,CDS,26901789,26901863,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
134535,chr15,Liftoff,CDS,26903369,26903593,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
134536,chr15,Liftoff,CDS,26905891,26905966,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
134537,chr15,Liftoff,CDS,26914753,26914888,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
134538,chr15,Liftoff,CDS,26915421,26915581,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
134539,chr15,Liftoff,CDS,26930121,26930228,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
134540,chr15,Liftoff,CDS,26974810,26974944,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
134541,chr15,Liftoff,CDS,27030725,27030835,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
134542,chr15,Liftoff,CDS,27160164,27160220,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
134543,chr15,Liftoff,CDS,27361315,27361533,.,-,.,"ID=cds-NP_056122.1;Parent=rna-NM_015307.2;Dbxref=CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052;Name=NP_056122.1;Note=isoform 1 is encoded by transcript variant 1;gbkey=CDS;gene=ENTREP2;product=protein ENTREP2 isoform 1;protein_id=NP_056122.1;tag=MANE Select;extra_copy_number=0","CCDS:CCDS45198.1,Ensembl:ENSP00000261275.4,GeneID:23359,GenBank:NP_056122.1,HGNC:HGNC:29075,MIM:620052",cds-NP_056122.1,NP_056122.1,isoform 1 is encoded by transcript variant 1,rna-NM_015307.2,,,,,,0,CDS,ENTREP2,,,,,,,,,protein ENTREP2 isoform 1,NP_056122.1,,,MANE Select,,,,
272668,chr21,Liftoff,gene,32829245,32894776,.,-,.,"ID=gene-KCNE1;Dbxref=GeneID:3753,HGNC:HGNC:6240,MIM:176261;Name=KCNE1;description=potassium voltage-gated channel subfamily E regulatory subunit 1;gbkey=Gene;gene=KCNE1;gene_biotype=protein_coding;gene_synonym=ISK,JLNS,JLNS2,LQT2/5,LQT5,MinK;coverage=1.0;sequence_ID=0.997;valid_ORFs=1;extra_copy_number=0;copy_num_ID=gene-KCNE1_0","GeneID:3753,HGNC:HGNC:6240,MIM:176261",gene-KCNE1,KCNE1,,,gene-KCNE1_0,1.0,potassium voltage-gated channel subfamily E regulatory subunit 1,,,0,Gene,KCNE1,protein_coding,"ISK,JLNS,JLNS2,LQT2/5,LQT5,MinK",,,,,,,,,0.997,,,,,,1
272669,chr21,Liftoff,mRNA,32829245,32894776,.,-,.,"ID=rna-NM_000219.6;Parent=gene-KCNE1;Dbxref=Ensembl:ENST00000399286.3,GeneID:3753,GenBank:NM_000219.6,HGNC:HGNC:6240,MIM:176261;Name=NM_000219.6;gbkey=mRNA;gene=KCNE1;product=potassium voltage-gated channel subfamily E regulatory subunit 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000219.6;matches_ref_protein=False;valid_ORF=True;extra_copy_number=0","Ensembl:ENST00000399286.3,GeneID:3753,GenBank:NM_000219.6,HGNC:HGNC:6240,MIM:176261",rna-NM_000219.6,NM_000219.6,,gene-KCNE1,,,,,,0,mRNA,KCNE1,,,,,False,,,,potassium voltage-gated channel subfamily E regulatory subunit 1%2C transcript variant 2,,,,MANE Select,NM_000219.6,,True,
272670,chr21,Liftoff,exon,32829245,32832240,.,-,.,"ID=exon-NM_000219.6-4;Parent=rna-NM_000219.6;Dbxref=Ensembl:ENST00000399286.3,GeneID:3753,GenBank:NM_000219.6,HGNC:HGNC:6240,MIM:176261;gbkey=mRNA;gene=KCNE1;product=potassium voltage-gated channel subfamily E regulatory subunit 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000219.6;extra_copy_number=0","Ensembl:ENST00000399286.3,GeneID:3753,GenBank:NM_000219.6,HGNC:HGNC:6240,MIM:176261",exon-NM_000219.6-4,,,rna-NM_000219.6,,,,,,0,mRNA,KCNE1,,,,,,,,,potassium voltage-gated channel subfamily E regulatory subunit 1%2C transcript variant 2,,,,MANE Select,NM_000219.6,,,
272671,chr21,Liftoff,exon,32841219,32841329,.,-,.,"ID=exon-NM_000219.6-3;Parent=rna-NM_000219.6;Dbxref=Ensembl:ENST00000399286.3,GeneID:3753,GenBank:NM_000219.6,HGNC:HGNC:6240,MIM:176261;gbkey=mRNA;gene=KCNE1;product=potassium voltage-gated channel subfamily E regulatory subunit 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000219.6;extra_copy_number=0","Ensembl:ENST00000399286.3,GeneID:3753,GenBank:NM_000219.6,HGNC:HGNC:6240,MIM:176261",exon-NM_000219.6-3,,,rna-NM_000219.6,,,,,,0,mRNA,KCNE1,,,,,,,,,potassium voltage-gated channel subfamily E regulatory subunit 1%2C transcript variant 2,,,,MANE Select,NM_000219.6,,,
272672,chr21,Liftoff,exon,32893667,32893881,.,-,.,"ID=exon-NM_000219.6-2;Parent=rna-NM_000219.6;Dbxref=Ensembl:ENST00000399286.3,GeneID:3753,GenBank:NM_000219.6,HGNC:HGNC:6240,MIM:176261;gbkey=mRNA;gene=KCNE1;product=potassium voltage-gated channel subfamily E regulatory subunit 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000219.6;extra_copy_number=0","Ensembl:ENST00000399286.3,GeneID:3753,GenBank:NM_000219.6,HGNC:HGNC:6240,MIM:176261",exon-NM_000219.6-2,,,rna-NM_000219.6,,,,,,0,mRNA,KCNE1,,,,,,,,,potassium voltage-gated channel subfamily E regulatory subunit 1%2C transcript variant 2,,,,MANE Select,NM_000219.6,,,
272673,chr21,Liftoff,exon,32894593,32894776,.,-,.,"ID=exon-NM_000219.6-1;Parent=rna-NM_000219.6;Dbxref=Ensembl:ENST00000399286.3,GeneID:3753,GenBank:NM_000219.6,HGNC:HGNC:6240,MIM:176261;gbkey=mRNA;gene=KCNE1;product=potassium voltage-gated channel subfamily E regulatory subunit 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000219.6;extra_copy_number=0","Ensembl:ENST00000399286.3,GeneID:3753,GenBank:NM_000219.6,HGNC:HGNC:6240,MIM:176261",exon-NM_000219.6-1,,,rna-NM_000219.6,,,,,,0,mRNA,KCNE1,,,,,,,,,potassium voltage-gated channel subfamily E regulatory subunit 1%2C transcript variant 2,,,,MANE Select,NM_000219.6,,,
272674,chr21,Liftoff,CDS,32831801,32832190,.,-,.,"ID=cds-NP_000210.2;Parent=rna-NM_000219.6;Dbxref=CCDS:CCDS13636.1,Ensembl:ENSP00000382226.2,GeneID:3753,GenBank:NP_000210.2,HGNC:HGNC:6240,MIM:176261;Name=NP_000210.2;gbkey=CDS;gene=KCNE1;product=potassium voltage-gated channel subfamily E member 1;protein_id=NP_000210.2;tag=MANE Select;extra_copy_number=0","CCDS:CCDS13636.1,Ensembl:ENSP00000382226.2,GeneID:3753,GenBank:NP_000210.2,HGNC:HGNC:6240,MIM:176261",cds-NP_000210.2,NP_000210.2,,rna-NM_000219.6,,,,,,0,CDS,KCNE1,,,,,,,,,potassium voltage-gated channel subfamily E member 1,NP_000210.2,,,MANE Select,,,,
274024,chr21,Liftoff,gene,41484016,41498641,.,-,.,"ID=gene-U2AF1;Dbxref=GeneID:7307,HGNC:HGNC:12453,MIM:191317;Name=U2AF1;description=U2 small nuclear RNA auxiliary factor 1;gbkey=Gene;gene=U2AF1;gene_biotype=protein_coding;gene_synonym=FP793,RN,RNU2AF1,U2AF35,U2AFBP;coverage=1.0;sequence_ID=0.999;valid_ORFs=1;extra_copy_number=0;copy_num_ID=gene-U2AF1_0","GeneID:7307,HGNC:HGNC:12453,MIM:191317",gene-U2AF1,U2AF1,,,gene-U2AF1_0,1.0,U2 small nuclear RNA auxiliary factor 1,,,0,Gene,U2AF1,protein_coding,"FP793,RN,RNU2AF1,U2AF35,U2AFBP",,,,,,,,,0.999,,,,,,1
274025,chr21,Liftoff,mRNA,41484016,41498641,.,-,.,"ID=rna-NM_006758.3;Parent=gene-U2AF1;Dbxref=Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317;Name=NM_006758.3;gbkey=mRNA;gene=U2AF1;product=U2 small nuclear RNA auxiliary factor 1%2C transcript variant a;tag=MANE Select;transcript_id=NM_006758.3;matches_ref_protein=True;valid_ORF=True;extra_copy_number=0","Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317",rna-NM_006758.3,NM_006758.3,,gene-U2AF1,,,,,,0,mRNA,U2AF1,,,,,True,,,,U2 small nuclear RNA auxiliary factor 1%2C transcript variant a,,,,MANE Select,NM_006758.3,,True,
274026,chr21,Liftoff,exon,41484016,41484309,.,-,.,"ID=exon-NM_006758.3-8;Parent=rna-NM_006758.3;Dbxref=Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317;gbkey=mRNA;gene=U2AF1;product=U2 small nuclear RNA auxiliary factor 1%2C transcript variant a;tag=MANE Select;transcript_id=NM_006758.3;extra_copy_number=0","Ensembl:ENST00000291552.9,GeneID:7307,GenBank:NM_006758.3,HGNC:HGNC:12453,MIM:191317",exon-NM_006758.3-8,,,rna-NM_006758.3,,,,,,0,mRNA,U2AF1,,,,,,,,,U2 small nuclear RNA auxiliary factor 1%2C transcript variant a,,,,MANE Select,NM_006758.3,,,
